0 1 0 0 16.3050 0.4119
1 1 0 0 17.3530 0.3548
2 1 0 0 16.1500 0.3944
3 1 0 0 15.3310 0.3856
4 1 0 0 16.9900 0.3491
5 1 0 0 12.6720 0.4614
6 1 0 0 16.8800 0.3691
7 1 0 0 17.0150 0.3727
8 1 0 0 15.7760 0.3568
9 1 0 0 17.3300 0.3310
10 1 0 0 16.2670 0.3435
11 1 0 0 16.5660 0.3537
12 1 0 0 18.4450 0.3195
13 1 0 0 18.2130 0.3461
14 0 1 0 18.0750 0.0000
15 1 0 0 16.2070 0.3531
16 1 0 0 19.4950 0.3053
17 1 0 0 17.0630 0.3288
18 1 0 0 14.3500 0.4025
19 1 0 0 19.7920 0.3258
20 1 0 0 14.6750 0.3817
21 1 0 0 19.2010 0.3035
22 1 0 0 17.6180 0.3279
23 1 0 0 17.8330 0.3236
24 1 0 0 20.0140 0.3088
25 1 0 0 14.3330 0.4191
26 1 0 0 17.4630 0.3297
27 1 0 0 13.8640 0.4190
28 1 0 0 16.6380 0.3248
29 1 0 0 17.3260 0.3368
30 1 0 0 17.5330 0.3377
31 1 0 0 16.8270 0.3274
32 1 0 0 16.8500 0.3377
33 1 0 0 19.3590 0.3269
34 1 0 0 17.1640 0.3238
35 1 0 0 15.4640 0.3596
36 1 0 0 14.2500 0.3686
37 1 0 0 17.3970 0.3268
38 1 0 0 19.6480 0.3035
39 1 0 0 15.9240 0.3512
40 1 0 0 14.9970 0.3685
41 1 0 0 13.7150 0.3926
42 1 0 0 13.2780 0.4313
43 1 0 0 17.9120 0.3106
44 1 0 0 16.9770 0.3556
45 1 0 0 17.2510 0.3489
46 1 0 0 16.5290 0.3190
47 1 0 0 14.9740 0.3578
48 1 0 0 27.1170 0.2104
49 1 0 0 17.6450 0.3266
50 1 0 0 17.0490 0.3625
51 1 0 0 16.6030 0.3280
52 1 0 0 17.6910 0.2979
53 1 0 0 16.5480 0.3251
54 1 0 0 14.3020 0.3958
55 1 0 0 17.1470 0.3533
56 1 0 0 18.4010 0.2826
57 1 0 0 17.8380 0.2995
58 0 1 0 31.2330 0.1250
59 0 1 0 14.0360 0.3110
60 0 1 0 5.3240 0.3020
61 1 0 0 13.3410 0.4127
62 1 0 0 18.4630 0.3215
63 1 0 0 17.2440 0.3067
64 1 0 0 20.0630 0.2730
65 1 0 0 13.6540 0.4438
66 0 1 0 5.9380 0.2481
67 1 0 0 14.0690 0.3783
68 1 0 0 16.7440 0.3503
69 1 0 0 17.6050 0.3212
70 1 0 0 16.5650 0.3335
71 1 0 0 15.5210 0.3465
72 1 0 0 15.0470 0.3532
73 1 0 0 19.0290 0.3066
74 1 0 0 17.0540 0.3654
75 1 0 0 14.6430 0.3694
76 1 0 0 21.2500 0.2563
77 1 0 0 15.9960 0.3363
78 1 0 0 18.7840 0.3507
79 1 0 0 16.4440 0.3323
80 0 1 0 3.9400 0.2946
81 1 0 0 16.6350 0.3181
82 0 1 0 5.5060 0.4076
83 1 0 0 17.4170 0.3613
84 1 0 0 17.4970 0.3134
85 1 0 0 27.6290 0.1943
86 1 0 0 17.7750 0.3033
87 1 0 0 14.8430 0.3832
88 1 0 0 17.5420 0.3047
89 1 0 0 17.0260 0.3296
90 1 0 0 15.3960 0.3661
